MARCA;MODELO;ANO
GM - Chevrolet;Opala L/SL/SS/ 2.5/4.1;ERRO
GM - Chevrolet;Opala Comodoro/Comod. SLE  4.1/2.5;ERRO
GM - Chevrolet;ONIX SEDAN Plus LTZ 1.0 12V TB Flex Mec.;ERRO
GM - Chevrolet;ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.;ERRO
GM - Chevrolet;ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.;ERRO
GM - Chevrolet;ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.;ERRO
GM - Chevrolet;ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.;ERRO
GM - Chevrolet;ONIX SEDAN Plus 1.0 12V TB Flex Aut.;ERRO
GM - Chevrolet;ONIX SED. Plus PREM. 1.0 12V TB Flex Aut;ERRO
GM - Chevrolet;ONIX SD. P. PR. MIDNIGHT 1.0 TB Flex Aut;ERRO
GM - Chevrolet;ONIX HATCH SELEÇÃO 1.0 8V Flex 5p Mec.;ERRO
GM - Chevrolet;ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.;ERRO
GM - Chevrolet;ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.;ERRO
GM - Chevrolet;ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.;ERRO
GM - Chevrolet;ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;ERRO
GM - Chevrolet;ONIX HATCH LTZ 1.0 12V TB Flex 5p Mec.;ERRO
GM - Chevrolet;ONIX HATCH LTZ 1.0 12V TB Flex 5p Aut.;ERRO
GM - Chevrolet;ONIX HATCH LT 1.4 8V FlexPower 5p Mec.;ERRO
GM - Chevrolet;ONIX HATCH LT 1.4 8V FlexPower 5p Aut.;ERRO
GM - Chevrolet;ONIX HATCH LT 1.0 8V FlexPower 5p Mec.;ERRO
GM - Chevrolet;ONIX HATCH LT 1.0 12V TB Flex 5p Mec.;ERRO
GM - Chevrolet;ONIX HATCH LT 1.0 12V TB Flex 5p Aut.;ERRO
GM - Chevrolet;ONIX HATCH LT 1.0 12V Flex 5p Mec.;ERRO
GM - Chevrolet;ONIX HATCH LS 1.0 8V FlexPower 5p Mec.;ERRO
GM - Chevrolet;ONIX HATCH Joy 1.0 8V Flex 5p Mec.;ERRO
GM - Chevrolet;ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec.;ERRO
GM - Chevrolet;ONIX HATCH ADVANTAGE 1.4 8V Flex 5p Aut.;ERRO
GM - Chevrolet;ONIX HATCH ACTIV 1.4 8V Flex 5p Mec.;ERRO
GM - Chevrolet;ONIX HATCH ACTIV 1.4 8V Flex 5P Aut.;ERRO
GM - Chevrolet;ONIX HATCH 1.0 12V TB Flex 5p Aut.;ERRO
GM - Chevrolet;ONIX HATCH 1.0 12V Flex 5p Mec.;ERRO
GM - Chevrolet;Omega GLS 4.1;ERRO
GM - Chevrolet;ONIX  Lollapalooza 1.0 F.Power 5p Mec.;ERRO
GM - Chevrolet;Omega GLS 2.2 / 2.0;ERRO
GM - Chevrolet;Omega GL 2.0/ 2.2;ERRO
GM - Chevrolet;Omega Diamond;ERRO
GM - Chevrolet;Omega CD/ FITTIPALDI 3.6 V6 24V 4p;ERRO
GM - Chevrolet;Omega CD 4.1 / 3.0;ERRO
GM - Chevrolet;Omega CD 3.8 V6;ERRO
GM - Chevrolet;Monza SL/e SR 2.0;ERRO
GM - Chevrolet;Monza GLS/ Hi-Tech 2.0 EFI 2p e 4p;ERRO
GM - Chevrolet;Monza GL 2.0 EFI/SL/L/650/Club/Barc.2e4p;ERRO
GM - Chevrolet;Monza GL 1.8 EFI/ SL/ L/ 650/Barc. 2e4p;ERRO
GM - Chevrolet;Monza Classic/ SL/e/SR 1.8;ERRO
GM - Chevrolet;Monza Classic SE 2.0 /MPFI e EFI 2p e 4p;ERRO
GM - Chevrolet;Monza Class 1.8/ 2.0;ERRO
GM - Chevrolet;Monza 1.6i/1.8i (restante);ERRO
GM - Chevrolet;MONTANA Sport 1.4 ECONOFLEX 8V 2p;ERRO
GM - Chevrolet;MONTANA Off Road 1.8 MPFI FlexPower 8V;ERRO
GM - Chevrolet;MONTANA LS COMBO 1.4 8V ECONOFLEX 2p;ERRO
GM - Chevrolet;MONTANA LS 1.4 ECONOFLEX 8V 2p;ERRO
GM - Chevrolet;MONTANA COMBO 1.4 8V ECONOFLEX;ERRO
GM - Chevrolet;MONTANA ARENA 1.4 ECONOFLEX  8V 2p;ERRO
GM - Chevrolet;MONTANA 1.8/ 1.8 Conquest FlexPower 8V;ERRO
GM - Chevrolet;MONTANA 1.4 8V Conquest ECONOFLEX  2p;ERRO
GM - Chevrolet;MONTANA  Sport 1.8 MPFI FlexPower 8V;ERRO
GM - Chevrolet;Meriva SS EASYTRONIC 1.8 FlexPower 5p;ERRO
GM - Chevrolet;Meriva SS 1.8 MPFI 8V FlexPower 5p;ERRO
GM - Chevrolet;Meriva Premium 1.8 MPFI 8V FlexPower;ERRO
GM - Chevrolet;Meriva Prem.EASYTRONIC 1.8 FlexPower 5p;ERRO
GM - Chevrolet;Meriva Maxx 1.8 MPFI 8V FlexPower;ERRO
GM - Chevrolet;Meriva Maxx 1.4 MPFI 8V ECONOFLEX 5p;ERRO
GM - Chevrolet;Meriva Joy 1.8 MPFI 8V FlexPower;ERRO
GM - Chevrolet;Meriva Joy 1.4 MPFI 8V ECONOFLEX 5p;ERRO
GM - Chevrolet;Meriva COLLECTION 1.4 8V ECONOFLEX 5p;ERRO
GM - Chevrolet;Meriva Expres.EASYTRONIC 1.8 FlexPower;ERRO
GM - Chevrolet;Meriva 1.8/ CD 1.8 MPFI FlexPower 8V;ERRO
GM - Chevrolet;Meriva 1.8/ CD 1.8 MPFI 8V 102cv 5p;ERRO
GM - Chevrolet;Meriva 1.8/ CD 1.8 MPFI 16V 122cv 5p;ERRO
GM - Chevrolet;Marajo SL/SLe/Se;ERRO
GM - Chevrolet;MALIBU LTZ 2.4 16V 171cv 4p;ERRO
GM - Chevrolet;Lumina;ERRO
GM - Chevrolet;Kadett Sport 2.0 MPFI / EFI;ERRO
GM - Chevrolet;Kadett GSi 2.0 Conversível;ERRO
GM - Chevrolet;Kadett GSi / GS 2.0;ERRO
GM - Chevrolet;Kadett GLS 2.0 MPFI;ERRO
GM - Chevrolet;Kadett GLS 1.8 EFI / SL/e 1.8;ERRO
GM - Chevrolet;Kadett GL/SL/Lite/Turim 1.8;ERRO
GM - Chevrolet;Kadett GL 2.0 MPFI / EFI;ERRO
GM - Chevrolet;JOY Plus 1.0 8V 4p Flex Mec.;ERRO
GM - Chevrolet;JOY Plus Black Ed.1.0 8V 4p Flex Mec.;ERRO
GM - Chevrolet;JOY Hatch 1.0 8V Flex 5p Mec.;ERRO
GM - Chevrolet;JOY Hatch 1.0 8V Black Edition Flex Mec.;ERRO
GM - Chevrolet;Ipanema GLS/SLE 2.0EFI /SL/e1.8/Sol/Wave;ERRO
GM - Chevrolet;Ipanema GL/ Flair 2.0 MPFI / EFI 4p;ERRO
GM - Chevrolet;Ipanema GL 1.8 MPFI / EFI /SL 4p;ERRO
GM - Chevrolet;EQUINOX Premier 2.0 Turbo AWD 262cv Aut.;ERRO
GM - Chevrolet;EQUINOX Premier 1.5 Turbo 172cv Aut.;ERRO
GM - Chevrolet;EQUINOX Midnight 1.5 Turbo 172cv Aut.;ERRO
GM - Chevrolet;EQUINOX LT 2.0 Turbo 262cv Aut.;ERRO
GM - Chevrolet;EQUINOX LT 1.5 Turbo 172cv Aut.;ERRO
GM - Chevrolet;D-20 S 3.9/4.0 Turbo Diesel;ERRO
GM - Chevrolet;D-20 S / Luxe 3.9/4.0 T.Diesel;ERRO
GM - Chevrolet;D-20 S / Luxe 3.9/4.0 Diesel;ERRO
GM - Chevrolet;D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies;ERRO
GM - Chevrolet;D-20 4.0 Champ/Conquest/El Caminho Dies.;ERRO
GM - Chevrolet;D-10 Diesel;ERRO
GM - Chevrolet;D-10 CD Diesel;ERRO
GM - Chevrolet;CRUZE Sport Premier 1.4 16V TB Flex Aut.;ERRO
GM - Chevrolet;CRUZE Sport LTZ 1.4 16V TB Flex 5p Aut.;ERRO
GM - Chevrolet;CRUZE Sport LT 1.4 16V TB Flex 5p Aut.;ERRO
GM - Chevrolet;CRUZE Premier 1.4 16V TB Flex Aut.;ERRO
GM - Chevrolet;CRUZE LTZ 1.8 16V FlexPower 4p Aut.;ERRO
GM - Chevrolet;CRUZE LTZ 1.4 16V Turbo Flex 4p Aut.;ERRO
GM - Chevrolet;CRUZE LT 1.8 16V FlexPower 4p Mec.;ERRO
GM - Chevrolet;CRUZE LT 1.8 16V FlexPower 4p Aut.;ERRO
GM - Chevrolet;CRUZE LT 1.4 16V Turbo Flex 4p Aut.;ERRO
GM - Chevrolet;CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Mec;ERRO
GM - Chevrolet;CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Aut;ERRO
GM - Chevrolet;CRUZE HB Sport LT 1.8 16V FlexP. 5p Mec;ERRO
GM - Chevrolet;CRUZE HB Sport LT 1.8 16V FlexP. 5p Aut;ERRO
GM - Chevrolet;CRUZE HB Black Bow Tie 1.4 TB Flex Aut.;ERRO
GM - Chevrolet;CRUZE Black Bow Tie 1.4 TB Flex 4p Aut;ERRO
GM - Chevrolet;Corvette 5.7/ 6.0, 6.2 Targa/Stingray;ERRO
GM - Chevrolet;Corsa Wind Piquet/ Champ 1.0 MPFI 2p;ERRO
GM - Chevrolet;Corvette 5.7/ 6.0, 6.2 Conv./Stingray;ERRO
GM - Chevrolet;Corsa Wind 1.6 MPFi 4p;ERRO
GM - Chevrolet;Corsa Wind 1.6 MPFi 2p;ERRO
GM - Chevrolet;Corsa Wind 1.0 MPFI / EFI  2p;ERRO
GM - Chevrolet;Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p;ERRO
GM - Chevrolet;Corsa Wagon Super 1.6 MPFI 8v;ERRO
GM - Chevrolet;Corsa Wagon Super 1.0 MPFI 16V;ERRO
GM - Chevrolet;Corsa Wagon GLS 1.6 16V MPFI 4p;ERRO
GM - Chevrolet;Corsa Wagon GL 1.6 MPFI 4p;ERRO
GM - Chevrolet;Corsa Super 1.6 MPFI 8v 5p;ERRO
GM - Chevrolet;Corsa Super 1.0 MPFI 16V 5p;ERRO
GM - Chevrolet;Corsa Super 1.0 MPFI 16V 3p;ERRO
GM - Chevrolet;Corsa Super 1.0 MPFI / 2p e 4p;ERRO
GM - Chevrolet;Corsa Sedan Super Milenium 1.0 MPFI 16V;ERRO
GM - Chevrolet;Corsa Sedan Super 1.0 MPFI 4p;ERRO
GM - Chevrolet;Corsa Sedan Super 1.0 MPFI 16V 4p;ERRO
GM - Chevrolet;Corsa Sedan Sup./Classic 1.6 8v Aut/Mec;ERRO
GM - Chevrolet;Corsa Sedan GLS 1.6 MPFI 4p;ERRO
GM - Chevrolet;Corsa Sedan GLS 1.6 16V MPFI 4p;ERRO
GM - Chevrolet;Corsa Sedan GL 1.6  MPFI 4p;ERRO
GM - Chevrolet;Corsa Sedan 1.8 MPFI FlexPower 8V 4p;ERRO
GM - Chevrolet;Corsa Sedan 1.0 MPFI 8V 71cv 4p;ERRO
GM - Chevrolet;Corsa Sedan 1.8 MPFI 8V  102cv 4p;ERRO
GM - Chevrolet;Corsa Sed.Wind 1.0/Millenium/Classic VHC;ERRO
GM - Chevrolet;Corsa Sed.Prem. 1.0/ 1.0 FlexPower 8V 4p;ERRO
GM - Chevrolet;Corsa Sed. Premium 1.8 MPFI 8V FlexPower;ERRO
GM - Chevrolet;Corsa Sed. Premium 1.4 8V ECONOFLEX 4p;ERRO
GM - Chevrolet;Corsa Sed. Maxx 1.8 MPFI 8V FlexPower;ERRO
GM - Chevrolet;Corsa Sed. Maxx 1.4 8V ECONOFLEX 4p;ERRO
GM - Chevrolet;Corsa Sed. Maxx 1.0/ 1.0 FlexPower 8V 4p;ERRO
GM - Chevrolet;Corsa Sed. Joy 1.8 MPFI 8V FlexPower;ERRO
GM - Chevrolet;Corsa Sed. Joy 1.0/ 1.0 FlexPower 8V 4p;ERRO
GM - Chevrolet;Corsa Sed Classic Super 1.6 MPFI VHC 8V;ERRO
GM - Chevrolet;Corsa Sed Classic Spirit 1.6 MPFI VHC 8V;ERRO
GM - Chevrolet;Corsa Sed Classic Life 1.6 MPFI VHC 8V;ERRO
GM - Chevrolet;Corsa Sed Class.Super 1.0/1.0 FlexPower;ERRO
GM - Chevrolet;Corsa Sed Class.Spirit 1.0/1.0 FlexPower;ERRO
GM - Chevrolet;Corsa Sed Class.Life 1.0/1.0 FlexPower;ERRO
GM - Chevrolet;Corsa Sed Clas.Super 1.6MPFI VHC 8V Aut;ERRO
GM - Chevrolet;Corsa Sed Clas.Spirit 1.6MPFI VHC 8V Aut;ERRO
GM - Chevrolet;Corsa Pick-Up STD/ Rodeio 1.6 MPFI;ERRO
GM - Chevrolet;Corsa Pick-Up Sport 1.6 MPFI;ERRO
GM - Chevrolet;Corsa Pick-Up GL/ Champ 1.6 MPFI / EFI;ERRO
GM - Chevrolet;Corsa Hatchback 1.8 MPFI FlexPower 8V 5p;ERRO
GM - Chevrolet;Corsa Hatchback 1.8 MPFI 8V 102cv 5p;ERRO
GM - Chevrolet;Corsa Hatchback 1.0 MPFI 8V 71cv 5p;ERRO
GM - Chevrolet;Corsa Hat.Premium 1.8 MPFI 8V F.Power 5p;ERRO
GM - Chevrolet;Corsa Hat. SS 1.8 MPFI 8V FlexPower 5p;ERRO
GM - Chevrolet;Corsa Hat. Premium 1.4 8V ECONOFLEX 5p;ERRO
GM - Chevrolet;Corsa Hat. Maxx 1.8 MPFI 8V FlexPower 5p;ERRO
GM - Chevrolet;Corsa Hat. Maxx 1.0/ 1.0 FlexPower 8V 5p;ERRO
GM - Chevrolet;Corsa Hat. Joy 1.8 MPFI 8V FlexPower 5p;ERRO
GM - Chevrolet;Corsa Hat. Joy 1.0/ 1.0 FlexPower 8V 5p;ERRO
GM - Chevrolet;Corsa GSi 16V;ERRO
GM - Chevrolet;Corsa GLS 1.6 MPFI 5p;ERRO
GM - Chevrolet;Corsa GL 1.6 MPFI / 1.4 EFI 2p e 4p;ERRO
GM - Chevrolet;Corsa Furgão 1.6 MPFi Powertech 92cv;ERRO
Audi;80 2.6/ 2.8;ERRO
Baby;Buggy 1.6/ TST/ RS 1.6 4-Lug.;ERRO
Audi;80 2.6/2.8 Avant;ERRO
Asia Motors;Topic Luxo Diesel;ERRO
Audi;A3 Sedan Performance 2.0 TFSI S-tronic;ERRO
Audi;A5 Sportb.Perf.B. 2.0 TFSI Quat. S-troni;32000 Gasolina
Audi;A5 Sportb.Perf.B. 2.0 TFSI Quat. S-troni;2019 Gasolina
Fiat;Marea ELX 2.4 mpi 20V 4p;2003 Gasolina
Fiat;Marea ELX 2.4 mpi 20V 4p;2002 Gasolina
Fiat;Marea ELX 2.4 mpi 20V 4p;2001 Gasolina
Fiat;Marea ELX 2.0 20V 4p;2000 Gasolina
Fiat;Marea ELX 2.0 20V 4p;1999 Gasolina
Fiat;Marea ELX 2.0 20V 4p;1998 Gasolina
Audi;A5 Sportb. Prestige 2.0 16V TFSI S-troni;32000 Gasolina
Audi;A5 Sportb. Prestige 2.0 16V TFSI S-troni;2019 Gasolina
Fiat;Marea ELX 1.8 mpi 16V 132cv 4p;2007 Gasolina
Fiat;Marea ELX 1.8 mpi 16V 132cv 4p;2006 Gasolina
Fiat;Marea ELX 1.8 mpi 16V 132cv 4p;2005 Gasolina
Fiat;Marea ELX 1.8 mpi 16V 132cv 4p;2004 Gasolina
Fiat;Marea ELX 1.8 mpi 16V 132cv 4p;2003 Gasolina
Audi;Q5 Prestige Plus 2.0 TFSI Quat. S tronic;32000 Gasolina
Audi;Q5 Prestige Plus 2.0 TFSI Quat. S tronic;2020 Gasolina
Audi;Q5 Prestige Plus 2.0 TFSI Quat. S tronic;2019 Gasolina
Daihatsu;Cuore TS/TSL;1997 Gasolina
Daihatsu;Cuore TS/TSL;1996 Gasolina
Daihatsu;Cuore TS/TSL;1995 Gasolina
Audi;A5 Cabriolet 2.0 TFSI Quattro Stronic;ERRO
Fiat;Marea City;ERRO
Audi;A5 Coupê 2.0 TFSI Quattro Stronic;ERRO
Fiat;Palio EX Century 1.0 mpi Fire 16v 4p;ERRO
Fiat;Palio HLX 1.8 mpi Flex 8V 4p;ERRO
Audi;A5 Ambiente Sportb. 2.0 TFSI S tonic;ERRO
Fiat;Palio W.ADV. LOCK. ITALIA 1.8 Flex 16V;ERRO
Fiat;Palio Weekend Adventure 1.8 8V 103cv 4p;ERRO
Fiat;Palio ELX 1.0/ 1.0 Fire Flex 8V 2p;ERRO
Fiat;Palio W.Adv. LOC. ITAL.Dual.1.8 Flex 16V;ERRO
Fiat;Fiorino Pick-Up Trekking 1.5 mpi / i.e.;ERRO
Fiat;Palio ESSENCE Dualogic 1.6 Flex 16V 5p;ERRO
Audi;A4 2.8 30V  Tiptronic/ Aut.;ERRO
GM - Chevrolet;Astra Sed. Advant. 2.0 8V MPFI FlexP. 4p;ERRO
GM - Chevrolet;Astra Advant. 2.0 MPFI 8V FlexP. 5p Aut.;ERRO
GM - Chevrolet;Astra Elite 2.0 MPFI FlexPower 8V 5p Mec;ERRO
GM - Chevrolet;Astra Sed.Eleg. 2.0 MPFI FlexP.8V Aut.;ERRO
GM - Chevrolet;AGILE LTZ EFFECT 1.4 8V FlexPower 5p Mec;ERRO
Fiat;MOBI DRIVE 1.0 Flex 6V 5p;ERRO
GM - Chevrolet;Astra Sed.Elite 2.0 MPFI FlexPower 8V 4p;ERRO
Fiat;Fiorino Pick-Up Working 1.5 mpi / i.e.;ERRO
GM - Chevrolet;Astra GLS 2.0 MPFI SW;ERRO
GM - Chevrolet;Blazer S-10 4.3 V6;ERRO
GM - Chevrolet;Astra Sed.Comf. 2.0 MPFI FlexPower 8V 4p;ERRO
GM - Chevrolet;CAPTIVA SPORT AWD 3.6 V6 24V 261cv 4x4;ERRO
GM - Chevrolet;Astra Advantage 2.0 MPFI 8V FlexPower 5p;ERRO
GM - Chevrolet;Astra 2.0/ CD/ GLS 2.0 MPFI 16V 3p;ERRO
Fiat;Palio Weekend EX 1.3 mpi Fire 8V 67cv 4p;ERRO
GM - Chevrolet;Bonanza S / Luxe 4.0 Diesel Turbo;ERRO
GM - Chevrolet;Brasinca Blazer CD 4.1;ERRO
GM - Chevrolet;Camaro Z-28 Targa/Conv. 5.7;ERRO
GM - Chevrolet;Celta Life 1.4 MPFI 8V 85cv 3p;ERRO
Fiat;Palio Weekend Trekking 1.6 Flex 16V 5p;ERRO
GM - Chevrolet;Astra Sedan Comfort 1.8 MPFI 8V 4p;ERRO
GM - Chevrolet;CAPTIVA SPORT FWD 2.4 16V 171/185cv;ERRO
GM - Chevrolet;Astra 500 Sedan 2.0 MPFI 16V 4p;ERRO
GM - Chevrolet;AGILE LTZ EFFECT EASYTR.1.4 8V FlexP. 5p;ERRO
GM - Chevrolet;Caravan L/SL/S/SS 2.5/4.1/4.2;ERRO
GM - Chevrolet;Astra Sedan 2.0/CD/ Expres.GLS 2.0 8V 4p;ERRO
GM - Chevrolet;C-20 Custom De Luxe 4.1;ERRO
GM - Chevrolet;Astra Comfort 2.0 MPFI FlexPower 8V 5p;ERRO
GM - Chevrolet;Cavalier L 2.0;ERRO
GM - Chevrolet;C-20 Custom Std. 4.1;ERRO
GM - Chevrolet;C-10 CD 2.5/ 4.1;ERRO
GM - Chevrolet;Camaro Sport 5.0 Conv.;ERRO
GM - Chevrolet;C-10 2.5/4.1;ERRO
GM - Chevrolet;Celta Life 1.0 MPFI VHC 8V 5p;ERRO
GM - Chevrolet;Caravan Comodoro 4.1/2.5;ERRO
GM - Chevrolet;CAPTIVA SPORT FWD 3.6 V6 24V 261cv 4x2;ERRO
GM - Chevrolet;Caprice Victoria;ERRO
GM - Chevrolet;CAMARO FIFTY 6.2 V8 16V 461cv;ERRO
GM - Chevrolet;Astra Sedan/ Astra GL Sedan 1.8 MPFI 4p;ERRO
GM - Chevrolet;Camaro RS 5.0 V8;ERRO
GM - Chevrolet;Camaro SS Conversível 6.2 V8 16V;ERRO
GM - Chevrolet;Celta ADVANTAGE 1.0 8v FlexPower 5p;ERRO
GM - Chevrolet;Astra Elegance 2.0 MPFI FlexPower 8V 3p;ERRO
GM - Chevrolet;Astra Elite 2.0 MPFI Flex Pow. 8V 5p Aut;ERRO
GM - Chevrolet;Astra S.Sport 2.0 F.Pow. 5p/Sport 2.0 3p;ERRO
GM - Chevrolet;Astra GSi 2.0 16V 136cv Hatchback 5p;ERRO
GM - Chevrolet;Blazer SS-10 4.3 V6;ERRO
GM - Chevrolet;AGILE LTZ EASYTRONIC 1.4 8V FlexPower 5p;ERRO
GM - Chevrolet;Celta Super 1.0 MPFI 8V FlexPower 5p;ERRO
GM - Chevrolet;Astra Sed.Eleg.2.0 MPFI MultiPower 8V 4p;ERRO
GM - Chevrolet;Astra Sed.Comf.2.0 MPFI MultiPower 8V 4p;ERRO
GM - Chevrolet;Caprice SW 4.3 V8;ERRO
GM - Chevrolet;Celta 1.4/ Super/ Energy 1.4 8V 85cv 5p;ERRO
GM - Chevrolet;Astra Sedan 2.0/ CD 2.0 MPFI 8V 4p Aut.;ERRO
GM - Chevrolet;Astra Sed.Elite 2.0 MPFI FlexP.8V Aut.;ERRO
GM - Chevrolet;Blazer Jimmy 4.3 V6;ERRO
GM - Chevrolet;C-20 Custom Std. CD 4.1;ERRO
GM - Chevrolet;C-10 De Luxe 2.5/4.1;ERRO
GM - Chevrolet;Bonanza S / Luxe 4.1;ERRO
GM - Chevrolet;Celta Life/ LS 1.0 MPFI 8V FlexPower 5p;ERRO
GM - Chevrolet;Celta Life/ LS 1.0 MPFI 8V FlexPower 3p;ERRO
GM - Chevrolet;Celta Spirit 1.0 MPFI 8V FlexPower 3p;ERRO
GM - Chevrolet;Calibra 16V;ERRO
GM - Chevrolet;Brasinca Blazer CD 4.0 Diesel;ERRO
GM - Chevrolet;Chevy 500 DL / SL / SE/ Furgão 1.6;ERRO
GM - Chevrolet;Caravan Diplomata 4.1/2.5;ERRO
GM - Chevrolet;CAPTIVA SPORT FWD 3.0 V6 24V 268cv 4x2;ERRO
GM - Chevrolet;Celta Spirit 1.0 MPFI VHC 8V 3p;ERRO
GM - Chevrolet;Celta Spirit 1.0 MPFI VHC 8V 5p;ERRO
GM - Chevrolet;Celta Life 1.4 MPFI 8V 85cv 5p;ERRO
GM - Chevrolet;Celta Super 1.0 MPFI 8V FlexPower 3p;ERRO
GM - Chevrolet;Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p;ERRO
GM - Chevrolet;Chevette L / SL / SL/e / DL / SE 1.6;ERRO
GM - Chevrolet;Classic Life/LS 1.0 VHC FlexP. 4p;ERRO
GM - Chevrolet;COBALT Graphite 1.8 8V Econo.Flex 4p Aut;ERRO
Audi;A5 Sportb. 2.0 16V TFSI Quat. S-tronic;ERRO
Audi;A5 Attraction Sportb. 2.0 TFSI S tronic;ERRO
Audi;A5 Ambit. Sport. 2.0 TFSI S tronic;ERRO
Audi;A4 2.8 V6 30V Quattro Mec.;ERRO
Fiat;LINEA LX 1.9/ 1.8 Flex 16V Dualogic 4p;ERRO
Fiat;Marea Weekend HLX 2.4 mpi 20V 4p Mec.;ERRO
Fiat;Marea Weekend ELX 2.4 mpi 20V 4p;ERRO
Fiat;Marea Weekend SX 1.8 16V 4p;ERRO
Fiat;Marea Weekend Turbo 2.0 20V 4p;ERRO
Fiat;Palio SPORTING B.Edit. 1.6 Flex 16V 5p;ERRO
Fiat;Palio SPORTING Dualogic 1.6 Flex 16V 5p;ERRO
Fiat;Palio SPORTING Dual. B.Edit. 1.6 Flex 5p;ERRO
Fiat;Palio Week. Adv. Dualogic 1.8 Flex;ERRO
Fiat;Palio Way Celebration 1.0 F. Flex 8V 5p;ERRO
Fiat;Palio Week. ATTRACTIVE 1.4 Fire Flex 8V;ERRO
Fiat;Palio Weekend Adventure LOCKER 1.8 Flex;ERRO
Fiat;Palio Weekend EX 1.8 mpi 8V 103cv 4p;ERRO
Fiat;Palio EX 1.3 mpi Fire 8V 67cv 2p;ERRO
Fiat;Palio EX 1.0 mpi 2p;ERRO
Fiat;Premio S 1.5 i.e./ 1.5 / 1.3;ERRO
Fiat;Palio EX 1.0 mpi Fire/ Fire Flex 8v 2p;ERRO
Fiat;Palio Weekend Adv. Loc.Ext.1.8 Dual.Flex;ERRO
Fiat;Palio Rua 1.0 Fire Flex 8V 5p;ERRO
GM - Chevrolet;Astra Advantage 2.0 MPFI FlexPower 8V 3p;ERRO
Fiat;Palio EX Century 1.0 mpi Fire 16v 2p;ERRO
GM - Chevrolet;Astra Sed.Eleg.2.0 MPFI FlexPower 8V 4p;ERRO
GM - Chevrolet;Astra Sedan 1.8 MPFI 8V 4p (taxi);ERRO
GM - Chevrolet;Astra Sedan 2.0/CD/ GLS/ Adv. 2.0 16V 4p;ERRO
Fiat;Palio ELX/ 500 1.0 4p;ERRO
GM - Chevrolet;Astra Sed.Advan. 2.0 8V MPFI FlexP. Aut.;ERRO
GM - Chevrolet;C-10 De Luxe CD 2.5/ 4.1;ERRO
Fiat;Palio EX 1.8 mpi 8V 103cv 4p;ERRO
Fiat;Palio EX 1.0 mpi 4p;ERRO
Fiat;Palio Stile 1.6 mpi 16v 4p;ERRO
Fiat;Palio Way 1.0 Fire Flex 8V 5p;ERRO
Fiat;Palio Week. Adv/Adv TRYON 1.8 mpi Flex;ERRO
Fiat;Palio Weekend Adv. LOCKER Ext. 1.8 Flex;ERRO
Fiat;Palio Weekend Trekking 1.8 mpi Flex 8V;ERRO
Fiat;Punto ESSENCE SP Dualogic 1.6 Flex 16V;ERRO
GM - Chevrolet;Astra 2.0 8V/ CD 2.0 8V Hatchback 5p Aut;ERRO
GM - Chevrolet;Astra 2.0/ CD/ Sunny/ GLS 2.0 8V 3p;ERRO
GM - Chevrolet;COBALT Graphite 1.8 8V Econo.Flex 4p Mec;ERRO
GM - Chevrolet;Celta Life 1.0 MPFI VHC 8V 3p;ERRO
GM - Chevrolet;Classic ADVANTAGE 1.0 VHC FlexPower 4p;ERRO
GM - Chevrolet;CAPTIVA SPORT AWD 3.0 V6 24V 268cv;ERRO
GM - Chevrolet;COBALT ADVANTAGE 1.4 MPFI 8V F.Power 4p;ERRO
GM - Chevrolet;COBALT 1.8 8V Econo.Flex 4p Aut.(PCD);ERRO
GM - Chevrolet;Caprice 4.3 V8;ERRO
GM - Chevrolet;C-20 Custom De Luxe CD 4.1;ERRO
Kia Motors;Besta GS 2.7 8V 12L Diesel;ERRO
Fiat;Marea Weekend SX 1.6 mpi 16V 106cv 4p;ERRO
Fiat;Marea Weekend SX 2.0 20V 4p;ERRO
GM - Chevrolet;Corsa Wagon GLS 1.6 8V 4p;ERRO
Audi;A5 Sportback 2.0 16V TFSI 211cv Multi.;ERRO
GM - Chevrolet;Astra GL Milenium 1.8 MPFI 4p;ERRO
GM - Chevrolet;Astra GLS 2.0 MPFI;ERRO
GM - Chevrolet;Cavalier 3.1 Conv.;ERRO
GM - Chevrolet;COBALT ADVANTAGE 1.8 8V Eco.Flex 4p Aut.;ERRO
Fiat;Palio Week. Adv. ITALIA 1.8 Flex 16V;ERRO
GM - Chevrolet;Astra 2.0 8V/ CD 2.0 8V Hatchback 5p Mec;ERRO
GM - Chevrolet;Celta Spirit 1.4 MPFI 8V 85cv 3p;ERRO
Fiat;Palio SPORTING 1.6 Flex 16V 5p;ERRO
GM - Chevrolet;Celta 1.4/ Super/ Energy 1.4 8V 85cv 3p;ERRO
